,Char 2 ID,Char 1 ID,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
2172,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],742,Knows of,Evelina Harp,Father Cassidy,0,A Little Nip,36,36,1505.0
2173,75.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],742,Knows of,Evelina Harp,Satan,0,A Little Nip,36,36,742.0
2174,3.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],743,Knows,Evelina Harp,Evelina Harp,0,A Little Nip,42,42,924.0
2175,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],743,Knows,Evelina Harp,Edward Harp,0,A Little Nip,42,42,161.0
2176,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],744,Knows,Evelina Harp,Seraph Milk (Mooshum),0,A Little Nip,42,42,380.0
2177,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],744,Knows,Evelina Harp,Edward Harp,0,A Little Nip,42,42,1143.0
2178,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],745,Knows,Evelina Harp,Clemence Harp,0,A Little Nip,42,42,415.0
2179,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],745,Knows,Evelina Harp,Seraph Milk (Mooshum),0,A Little Nip,42,42,1178.0
2180,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],746,Knows,Evelina Harp,Seraph Milk (Mooshum),0,A Little Nip,42,42,381.0
2181,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],746,Knows,Evelina Harp,Father Cassidy,0,A Little Nip,42,42,1144.0
2182,3.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],747,Knows of,Evelina Harp,Evelina Harp,0,A Little Nip,42,42,162.0
2183,95.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],747,Knows of,Evelina Harp,Seraph Milk's Mother,0,A Little Nip,42,42,925.0
2184,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],748,Knows,Evelina Harp,Seraph Milk (Mooshum),0,A Little Nip,42,42,1145.0
2185,95.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],748,Knows,Evelina Harp,Seraph Milk's Mother,0,A Little Nip,42,42,382.0
2186,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],749,Knows of,Evelina Harp,Seraph Milk (Mooshum),0,A Little Nip,42,42,383.0
2187,31.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],749,Knows of,Evelina Harp,Corwin Peace,0,A Little Nip,42,42,1146.0
2188,3.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],750,Knows,Evelina Harp,Evelina Harp,0,A Little Nip,42,42,163.0
2189,31.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],750,Knows,Evelina Harp,Corwin Peace,0,A Little Nip,42,42,926.0
2190,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,43,43,927.0
2190,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,927.0
2191,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,43,43,164.0
2191,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,44,44,164.0
2192,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],752,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,43,43,480.0
2193,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],752,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,43,43,1243.0
2194,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,43,43,165.0
2194,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,165.0
2194,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,45,45,165.0
2195,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,43,43,928.0
2195,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,44,44,928.0
2195,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,45,45,928.0
2196,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],754,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,43,43,929.0
2197,17.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],754,Knows,Evelina Harp,Joseph Harp,0,Sister Godzilla,43,43,166.0
2198,17.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],755,Knows,Evelina Harp,Joseph Harp,0,Sister Godzilla,43,43,1208.0
2198,17.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],755,Knows,Evelina Harp,Joseph Harp,0,Sister Godzilla,44,44,1208.0
2199,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],755,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,43,43,445.0
2199,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],755,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,44,44,445.0
2200,16.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],756,Knows,Evelina Harp,Clemence Harp,0,Sister Godzilla,43,43,1179.0
2201,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],756,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,43,43,416.0
2202,16.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],757,Knows,Evelina Harp,Clemence Harp,0,Sister Godzilla,43,43,1180.0
2203,17.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],757,Knows,Evelina Harp,Joseph Harp,0,Sister Godzilla,43,43,417.0
2204,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],758,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,167.0
2205,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],758,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,44,44,930.0
2206,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],759,Knows,Evelina Harp,Corwin Peace,0,Sister Godzilla,44,44,1244.0
2207,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],759,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,44,44,481.0
2208,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,168.0
2208,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,45,45,168.0
2209,136.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Mary (biblical figure),0,Sister Godzilla,44,44,931.0
2209,136.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Mary (biblical figure),0,Sister Godzilla,45,45,931.0
2210,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],761,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,169.0
2211,137.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],761,Knows of,Evelina Harp,The Apostles,0,Sister Godzilla,44,44,932.0
2212,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],762,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,44,44,933.0
2213,138.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],762,Knows of,Evelina Harp,Zorro (fictional character),0,Sister Godzilla,44,44,170.0
2214,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],763,Knows,Evelina Harp,Corwin Peace,0,Sister Godzilla,45,45,1245.0
2215,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],763,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,45,45,482.0
2216,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],765,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,44,44,1519.0
2216,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],765,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,45,45,1519.0
2217,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],765,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,44,44,756.0
2217,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],765,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,45,45,756.0
2218,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,45,45,934.0
2218,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,46,46,934.0
2219,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,45,45,171.0
2219,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,46,46,171.0
2220,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],767,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,45,45,935.0
2221,139.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],767,Knows,Evelina Harp,Evelina's Former Teachers,0,Sister Godzilla,45,45,172.0
2222,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],768,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,45,45,1520.0
2223,139.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],768,Knows,Evelina Harp,Evelina's Former Teachers,0,Sister Godzilla,45,45,757.0
2224,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],769,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,46,46,1521.0
2225,70.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],769,Knows,Evelina Harp,Buckendorf Family,0,Sister Godzilla,46,46,758.0
2226,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],770,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,46,46,936.0
2227,70.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],770,Knows of,Evelina Harp,Buckendorf Family,0,Sister Godzilla,46,46,173.0
2228,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],771,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,47,47,937.0
2229,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],771,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,47,47,174.0
2230,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],772,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,47,47,938.0
2231,60.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],772,Exchange,Evelina Harp,God,0,Sister Godzilla,47,47,175.0
2232,3.0,3.0,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,773,Exchange,Evelina Harp,Evelina Harp,0,A Little Medicine,47,47,939.0
2233,31.0,3.0,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,773,Exchange,Evelina Harp,Corwin Peace,0,A Little Medicine,47,47,176.0
2234,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],774,Knows,Evelina Harp,Corwin Peace,0,Sister Godzilla,47,47,1246.0
2235,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],774,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,47,47,483.0
2236,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],775,Knows,Evelina Harp,Corwin Peace,0,Sister Godzilla,47,47,1247.0
2237,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],775,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,47,47,484.0
2238,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],776,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,47,47,177.0
2239,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],776,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,47,47,940.0
2240,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],777,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,47,47,491.0
2241,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],777,Knows,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,47,47,1254.0
2242,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],778,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,492.0
2242,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],778,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,49,49,492.0
2243,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],778,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,1255.0
2243,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],778,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,49,49,1255.0
2244,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],779,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,493.0
2245,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],779,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,48,48,1256.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,48,48,941.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,941.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,50,50,941.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,51,51,941.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,52,52,941.0
2246,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,53,53,941.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,48,48,178.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,49,49,178.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,50,50,178.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,51,51,178.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,52,52,178.0
2247,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,53,53,178.0
2248,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],781,Knows,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,494.0
2249,140.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],781,Knows,Evelina Harp,Other Teachers (at Evelina's school),0,Sister Godzilla,48,48,1257.0
2250,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],782,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,48,48,179.0
2251,140.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],782,Knows,Evelina Harp,Other Teachers (at Evelina's school),0,Sister Godzilla,48,48,942.0
2252,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],783,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,48,48,943.0
2253,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],783,Knows,Evelina Harp,Corwin Peace,0,Sister Godzilla,48,48,180.0
2254,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],784,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,48,48,1248.0
2254,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],784,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,49,49,1248.0
2255,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],784,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,485.0
2255,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],784,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,49,49,485.0
2256,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],785,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,48,48,1249.0
2257,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],785,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,48,48,486.0
2258,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,48,48,944.0
2258,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,944.0
2259,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,48,48,181.0
2259,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,49,49,181.0
2260,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],787,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,945.0
2261,18.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],787,Knows,Evelina Harp,Edward Harp,0,Sister Godzilla,49,49,182.0
2262,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],788,Knows of,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,49,49,759.0
2263,18.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],788,Knows of,Evelina Harp,Edward Harp,0,Sister Godzilla,49,49,1522.0
2264,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],789,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,49,49,1250.0
2265,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],789,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,49,49,487.0
2266,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],790,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,49,49,760.0
2267,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],790,Exchange,Evelina Harp,Other Children (in school with Evelina),0,Sister Godzilla,49,49,1523.0
2268,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],791,Exchange,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,946.0
2269,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],791,Exchange,Evelina Harp,Corwin Peace,0,Sister Godzilla,49,49,183.0
2270,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],792,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,947.0
2271,20.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],792,Knows,Evelina Harp,Uncle Whitey,0,Sister Godzilla,49,49,184.0
2272,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],793,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,49,49,185.0
2273,103.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],793,Knows,Evelina Harp,Father Cassidy,0,Sister Godzilla,49,49,948.0
2274,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],794,Knows of,Evelina Harp,Evelina Harp,0,Sister Godzilla,50,50,186.0
2275,60.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],794,Knows of,Evelina Harp,God,0,Sister Godzilla,50,50,949.0
2276,3.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],795,Knows,Evelina Harp,Evelina Harp,0,Sister Godzilla,51,51,950.0
2277,16.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],795,Knows,Evelina Harp,Clemence Harp,0,Sister Godzilla,51,51,187.0
2278,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],796,Knows of,Evelina Harp,Sister Mary Anita Buckendorf,0,Sister Godzilla,51,51,761.0
2279,16.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],796,Knows of,Evelina Harp,Clemence Harp,0,Sister Godzilla,51,51,1524.0
